,Unnamed: 0,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State,Índice_poder_adqui,Índice_seguridad,Índice_sanidad,Índice_clima,Índice_costo_vida,Relación_precio_ingresos_propiedades,Índice_costo_desplazamiento,Índice_contaminación,Índice_calidad_vida
233,573,499000,USD,Keller Williams Seattle Metro,New,3,2.0,1400,sqft,"3712 SW Holden St, Seattle, WA 98126",Seattle, WA 98126,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
234,579,650000,USD,Compass Washington,New,4,3.0,1800,sqft,"1226 S Trenton St, Seattle, WA 98108",Seattle, WA 98108,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
235,587,675000,USD,Windermere R.E. Wall St. Inc.,New,3,2.5,1521,sqft,"9910 14th Ave S, Seattle, WA 98108",Seattle, WA 98108,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
236,588,775000,USD,Windermere R.E.N.W. Mt.Baker,New,3,3.0,3010,sqft,"3811 43rd Ave S, Seattle, WA 98118",Seattle, WA 98118,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
237,590,695950,USD,"RE/MAX Northwest Realtors - Bothell, WA",New,3,1.0,2070,sqft,"2111 16th Ave S, Seattle, WA 98144",Seattle, WA 98144,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
238,593,510000,USD,Windermere Real Estate M2 LLC,New,3,2.0,1232,sqft,"12331 10th Pl NE Apt C, Seattle, WA 98125",Seattle, WA 98125,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
239,594,625000,USD,Windermere R.E. Wall St. Inc.,New,5,2.0,2050,sqft,"1411 S 99th St, Seattle, WA 98108",Seattle, WA 98108,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
240,595,900000,USD,Windermere Bellevue Commons,New,3,3.0,1706,sqft,"311 E Republican St Apt 800, Seattle, WA 98102",Seattle, WA 98102,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
241,597,799000,USD,Realogics Sotheby's Int'l - Seattle Office,New,3,2.0,1610,sqft,"7348 10th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
242,598,455000,USD,Compass Washington,New,2,1.0,765,sqft,"2512 E Madison St Apt 401, Seattle, WA 98112",Seattle, WA 98112,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
243,600,414900,USD,"List4FlatFee.com, LLC",New,1,1.0,700,sqft,"308 E Republican St Apt 908, Seattle, WA 98102",Seattle, WA 98102,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
244,602,649950,USD,Coldwell Banker Bain of Lynnwood,New,1,1.0,690,sqft,"2720 3rd Ave Apt 906, Seattle, WA 98121",Seattle, WA 98121,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
245,604,940000,USD,Best Choice Realty LLC,New,3,2.5,2870,sqft,"7809 S Sunnycrest Rd, Seattle, WA 98178",Seattle, WA 98178,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
246,606,579950,USD,Compass Washington,New,2,2.0,1155,sqft,"8553 Interlake Ave N Unit B, Seattle, WA 98103",Seattle, WA 98103,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
247,607,850000,USD,Keller Williams Seattle Metro,New,4,2.0,2200,sqft,"9725 Phinney Ave N, Seattle, WA 98103",Seattle, WA 98103,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
248,611,1620000,USD,Windermere Real Estate Midtown,New,4,3.5,3132,sqft,"1816 Martin Luther King Jr Way, Seattle, WA 98122",Seattle, WA 98122,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
249,614,2800000,USD,Keller Williams North Seattle,New,2,2.0,2200,sqft,"2466 Westlake Ave N, Seattle, WA 98109",Seattle, WA 98109,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
250,616,1600000,USD,Windermere Real Estate/East,New,3,3.0,2900,sqft,"2330 NW 95th St, Seattle, WA 98117",Seattle, WA 98117,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
251,618,1675000,USD,Windermere - Seattle-Sand Point,New,3,4.0,2362,sqft,"303 Lee St, Seattle, WA 98109",Seattle, WA 98109,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
252,619,699900,USD,Conner Homes,New,4,1.5,2402,sqft,"Wind Rose 293 SW 97th Pl, Seattle, WA 98106",Seattle, WA 98106,"145,56","49,23","74,06","91,73","89,21","4,42","41,94","29,06","189,35"
253,283,895000,USD,The Cascade Team Real Estate,New - 7 hours ago,4,2.5,2390,sqft,"3001 164th Pl NE, Bellevue, WA 98008",Bellevue, WA 98008,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
254,291,948500,USD,John L. Scott - Kent North,New - 7 hours ago,3,2.0,1680,sqft,"12408 SE 4th Pl, Bellevue, WA 98005",Bellevue, WA 98005,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
255,293,950000,USD,Windermere Real Estate/East,New - 7 hours ago,5,2.5,2260,sqft,"15831 SE 13th St, Bellevue, WA 98008",Bellevue, WA 98008,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
256,325,820000,USD,Marketplace Sotheby's International Realty,New - 7 hours ago,4,2.0,1720,sqft,"16622 SE 10th St, Bellevue, WA 98008",Bellevue, WA 98008,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
257,344,828000,USD,"Skyline Properties, Inc.",New - 7 hours ago,2,2.0,1153,sqft,"200 NE 99th Ave Unit 15, Bellevue, WA 98004",Bellevue, WA 98004,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
258,389,850000,USD,Keller Williams Eastside,New - 7 hours ago,4,2.0,2700,sqft,"643 154th Ave SE, Bellevue, WA 98007",Bellevue, WA 98007,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
259,391,825000,USD,Windermere Real Estate/PSR Inc,New - 7 hours ago,4,2.0,2220,sqft,"14426 SE 10th Pl, Bellevue, WA 98007",Bellevue, WA 98007,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
260,447,1450000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,4,2.5,2450,sqft,"1850 121st Ave SE, Bellevue, WA 98005",Bellevue, WA 98005,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
261,450,2100000,USD,Windermere Real Estate/East,New - 7 hours ago,4,4.0,3750,sqft,"3610 NE Bel-Red Rd, Bellevue, WA 98008",Bellevue, WA 98008,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
262,479,899000,USD,Coldwell Banker Bain of Bellevue,New,4,2.5,2880,sqft,"6311 121st Ave SE, Bellevue, WA 98006",Bellevue, WA 98006,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
263,497,1225000,USD,Keller Williams Rlty Bellevue,New,4,3.0,3230,sqft,"14390 NE 14th St, Bellevue, WA 98007",Bellevue, WA 98007,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
264,501,2695000,USD,Coldwell Banker Bain of Bellevue,New,3,2.5,2910,sqft,"10457 NE 17th St, Bellevue, WA 98004",Bellevue, WA 98004,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
265,536,795000,USD,Realogics Sotheby's International Realty,New,3,3.0,2224,sqft,"6312 108th Ave SE, Bellevue, WA 98006",Bellevue, WA 98006,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
266,549,589000,USD,"RE/MAX Northwest Realtors - Bothell, WA",New,3,2.0,1450,sqft,"6605 113th Pl SE, Bellevue, WA 98006",Bellevue, WA 98006,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
267,550,880000,USD,ShopProp Realty,New,5,3.0,2070,sqft,"16271 Main St, Bellevue, WA 98008",Bellevue, WA 98008,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
268,553,299950,USD,Caliber Real Estate,New,1,1.0,689,sqft,"831 126th Pl NE Apt B203, Bellevue, WA 98005",Bellevue, WA 98005,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
269,596,1795000,USD,John L. Scott - Renton,New,5,3.0,2568,sqft,"11056 NE 14th St, Bellevue, WA 98004",Bellevue, WA 98004,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
270,608,1280000,USD,Heaton Dainard LLC,New,4,3.0,2570,sqft,"13241 SE 43rd St, Bellevue, WA 98006",Bellevue, WA 98006,"193,53","76,45","80,56","91,73","84,97","3,34","28,60","12,15","244,20"
271,295,739000,USD,Sterling Johnston Real Estate,New - 7 hours ago,4,2.0,1710,sqft,"13805 NE 70th Pl, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
272,336,639000,USD,Home Team Real Estate,New - 7 hours ago,2,2.0,1550,sqft,"22912 NE 132nd Pl, Redmond, WA 98053",Redmond, WA 98053,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
273,352,470000,USD,Columbia Partners Real Estate,New - 7 hours ago,2,1.5,1048,sqft,"13832 NE 66th St Apt 596, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
274,355,1499888,USD,Marketplace Sotheby's International Realty,New - 7 hours ago,4,2.5,2830,sqft,"6205 156th Ave NE, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
275,358,2600000,USD,John L. Scott/HWP Lake Bellevue,New - 7 hours ago,5,3.5,4488,sqft,"14224 NE 86th Pl, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
276,381,425000,USD,Compass Washington,New - 7 hours ago,3,2.5,1444,sqft,"11262 241st Ln NE, Redmond, WA 98053",Redmond, WA 98053,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
277,399,849950,USD,Coldwell Banker Danforth,New - 7 hours ago,3,2.0,2380,sqft,"13302 NE 72nd St, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
278,415,950000,USD,Keller Williams Eastside,New - 7 hours ago,4,2.0,2873,sqft,"4015 220th Ave NE, Redmond, WA 98053",Redmond, WA 98053,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
279,430,1388000,USD,Home Team Real Estate,New - 7 hours ago,4,4.0,4061,sqft,"5331 245th Ave NE, Redmond, WA 98053",Redmond, WA 98053,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
280,509,1049990,USD,Century Communities,New,3,2.0,2308,sqft,"Prelude at Rose Hill 138th Ave NE &amp; NE 97th Street, Redmond, WA 98033",Redmond, WA 98033,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
281,510,1124990,USD,Century Communities,New,3,2.0,2316,sqft,"Prelude at Rose Hill 138th Ave NE &amp; NE 97th Street, Redmond, WA 98033",Redmond, WA 98033,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
282,511,1114990,USD,Century Communities,New,4,2.0,2288,sqft,"Prelude at Rose Hill 138th Ave NE &amp; NE 97th Street, Redmond, WA 98033",Redmond, WA 98033,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
283,512,1149990,USD,Century Communities,New,4,3.0,2551,sqft,"Prelude at Rose Hill 138th Ave NE &amp; NE 97th Street, Redmond, WA 98033",Redmond, WA 98033,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
284,513,1264990,USD,Century Communities,New,5,3.0,2612,sqft,"Prelude at Rose Hill 138th Ave NE &amp; NE 97th Street, Redmond, WA 98033",Redmond, WA 98033,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
285,554,559950,USD,"RE/MAX Northwest Realtors - Bellevue, WA",New,2,2.0,1299,sqft,"18564 NE 57th St Unit 18564, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
286,609,1280000,USD,Savvy Lane Inc,New,2,2.0,2960,sqft,"16645 NE 85th St, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
287,615,1280000,USD,Savvy Lane Inc,New,2,3.0,2450,sqft,"8410 165th Ave NE, Redmond, WA 98052",Redmond, WA 98052,"143,10","85,14","80,09","91,70","85,24","3,89","31,14","18,23","222,28"
288,625,159900,USD,Better Properties South Hill,New - 7 hours ago,2,2.0,1601,sqft,"1821 137th St E Unit 105, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
289,626,259900,USD,Windermere Professional Partners,New - 7 hours ago,2,1.0,797,sqft,"1014 S Wright Ave, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
290,629,295000,USD,RE/MAX Choice Executives,New - 6 hours ago,2,1.0,906,sqft,"2224 67th Ave NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
291,631,294950,USD,eXp Realty Washington,New - 7 hours ago,3,1.5,1407,sqft,"402 96th St E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
292,633,350000,USD,Coldwell Banker Danforth,New - 7 hours ago,3,1.0,1292,sqft,"4062 A St, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
293,637,350000,USD,JOHN L. SCOTT REAL ESTATE - PUYALLUP,New - 7 hours ago,4,2.0,1349,sqft,"1659 S 95th St, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
294,641,299950,USD,Compass Washington,New - 7 hours ago,2,1.0,836,sqft,"1544 S Oakes St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
295,643,279500,USD,"Windermere Re Puyallup, Inc",New - 7 hours ago,3,1.0,1464,sqft,"5807 E I St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
296,644,400000,USD,Unique Lifestyle Realty,New - 6 hours ago,5,2.0,1490,sqft,"1435 E 31st St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
297,647,324950,USD,Windermere Real Estate/PSR Inc,New - 7 hours ago,3,2.5,1400,sqft,"4802 Nassau Ave NE Apt 72, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
298,650,750000,USD,Realty Executives Brio,New - 7 hours ago,3,2.5,2776,sqft,"1887 Overview Dr NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
299,652,350000,USD,Windermere Professional Partners,New - 7 hours ago,4,2.0,1484,sqft,"833 E 46th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
300,653,539000,USD,JOHN L. SCOTT REAL ESTATE,New - 7 hours ago,4,2.5,2264,sqft,"4012 53rd St NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
301,654,285000,USD,Best Choice Realty LLC,New - 7 hours ago,3,1.0,1456,sqft,"1125 E 61st St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
302,668,880000,USD,Windermere Professional Partners,New - 7 hours ago,2,2.0,2500,sqft,"1 N Stadium Way Apt 8, Tacoma, WA 98403",Tacoma, WA 98403,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
303,671,379950,USD,Keller Williams Tacoma,New - 7 hours ago,3,2.5,1500,sqft,"6220 E Portland Ave, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
304,672,379950,USD,Keller Williams Tacoma,New - 7 hours ago,3,2.5,1500,sqft,"1206 E 58th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
305,675,350000,USD,KELLER WILLIAMS West Sound,New - 7 hours ago,3,2.0,1810,sqft,"1668 S 56th St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
306,677,319400,USD,Coldwell Banker Bain of Tacoma North,New - 7 hours ago,4,1.0,1244,sqft,"838 S 78th St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
307,678,250000,USD,KELLER WILLIAMS West Sound,New - 7 hours ago,2,2.0,1370,sqft,"4025 Tacoma Ave S, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
308,681,399950,USD,Windermere Professional Partners,New - 7 hours ago,3,2.0,2320,sqft,"3565 Tacoma Ave S, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
309,682,339000,USD,Windermere Abode,New - 7 hours ago,3,1.0,1772,sqft,"1116 N Steele St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
310,686,329990,USD,Coldwell Banker Bain of Bellevue,New - 7 hours ago,2,1.0,905,sqft,"2601 S Melrose St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
311,687,354950,USD,Keller Williams Realty,New - 7 hours ago,4,2.0,1570,sqft,"124 Tule Lake Rd E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
312,691,375000,USD,Better Properties Soundview,New - 7 hours ago,3,1.0,1060,sqft,"6405 Madrona Dr NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
313,695,599000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New - 7 hours ago,5,3.0,3186,sqft,"3805 S 10th St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
314,698,445000,USD,"DOVE REALTY, INC.",New - 7 hours ago,4,2.0,2351,sqft,"822 S Winnifred St, Tacoma, WA 98465",Tacoma, WA 98465,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
315,699,245000,USD,Keller Williams Realty Puget Sound,New - 7 hours ago,1,1.0,911,sqft,"3201 Pacific Ave Unit 503, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
316,701,489000,USD,Windermere Professional Partners,New - 7 hours ago,4,2.0,2686,sqft,"1519 S Meyers St, Tacoma, WA 98465",Tacoma, WA 98465,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
317,702,655000,USD,Coldwell Banker Bain of Tacoma North,New - 7 hours ago,3,2.5,2950,sqft,"3738 N Frace Ave, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
318,705,960000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New - 7 hours ago,4,2.5,3476,sqft,"3710 N 35th St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
319,710,295000,USD,Lake &amp; Company Real Estate,New,3,1.0,1377,sqft,"3702 S Ainsworth Ave, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
320,711,219950,USD,John L. Scott - Kent North,New,2,1.5,1034,sqft,"5002 S 30th St Apt D2, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
321,726,319950,USD,Keller Williams Realty,New,3,1.5,1014,sqft,"12010 Waller Rd E, Tacoma, WA 98446",Tacoma, WA 98446,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
322,728,299000,USD,The Force Realty,New,2,1.0,1145,sqft,"4528 S D St, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
323,730,320000,USD,John L. Scott - Lake Tapps,New,3,2.0,1553,sqft,"1108 117th St S, Tacoma, WA 98444",Tacoma, WA 98444,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
324,735,329950,USD,American Homes Realty,New,2,1.0,744,sqft,"4505 N 16th St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
325,736,339000,USD,Keller Williams Realty Puget Sound,New,5,2.0,1717,sqft,"5202 S Park Ave, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
326,737,359500,USD,Keller Williams Tacoma,New,4,2.0,1976,sqft,"6449 S Ferdinand St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
327,741,295000,USD,BETTER PROPERTIES REAL ESTATE,New,2,1.0,918,sqft,"6430 S Wapato St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
328,743,289000,USD,"Hawkins Poe, Inc",New,2,1.0,832,sqft,"7202 S Oakes St, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
329,744,750000,USD,Priority One Realty Inc.,New,4,3.0,3510,sqft,"1507 S Jackson Ave, Tacoma, WA 98465",Tacoma, WA 98465,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
330,746,399950,USD,Windermere Professional Partners,New,3,2.0,1242,sqft,"3121 N Bennett St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
331,748,320000,USD,Windermere Professional Partners,New,2,2.5,1113,sqft,"2128 Yakima Ct Unit 204, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
332,749,315000,USD,Century 21 WP &amp; Associates,New,2,2.5,1098,sqft,"2132 S Yakima Ave, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
333,765,435000,USD,"Skyline Properties, Inc.",New,3,3.0,1620,sqft,"1307 S J St, Tacoma, WA 98405",Tacoma, WA 98405,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
334,768,400000,USD,Windermere Professional Partners,New,3,1.0,1232,sqft,"3508 N 24th St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
335,779,82950,USD,Better Properties Eastside,New,3,2.0,1440,sqft,"8806 52nd Avenue Ct E, Tacoma, WA 98446",Tacoma, WA 98446,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
336,787,285000,USD,Home Team Northwest,New,3,2.0,1414,sqft,"1829 E Morton St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
337,790,375000,USD,Windermere Professional Partners,New,3,2.0,2714,sqft,"704 E 53rd St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
338,793,355000,USD,"Windermere RE South Sound, Inc",New,3,2.5,2213,sqft,"17715 25th Ave E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
339,794,399950,USD,John L. Scott - Renton,New,3,2.0,2020,sqft,"5005 38th St NE, Tacoma, WA 98422",Tacoma, WA 98422,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
340,798,389000,USD,John L. Scott - Kent North,New,3,1.5,1854,sqft,"5917 N 46th St, Tacoma, WA 98407",Tacoma, WA 98407,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
341,799,365000,USD,Windermere Professional Partners,New,6,2.0,2036,sqft,"3633 Fawcett Ave, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
342,802,310000,USD,Greene Realty Group LLC,New,4,1.0,1488,sqft,"5002 S M St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
343,803,289915,USD,Coldwell Banker Bain of Tacoma North,New,2,1.0,720,sqft,"4814 S Grove Pl, Tacoma, WA 98409",Tacoma, WA 98409,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
344,804,359900,USD,eXp Realty Washington,New,4,2.0,1752,sqft,"4522 Pacific Ave, Tacoma, WA 98418",Tacoma, WA 98418,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
345,806,324900,USD,Century 21 Northwest Realty,New,3,2.5,1498,sqft,"706 114th St E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
346,809,310000,USD,BHHS Puyallup,New,3,2.5,1586,sqft,"827 E 64th St, Tacoma, WA 98404",Tacoma, WA 98404,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
347,811,649000,USD,Better Properties North Proctor,New,4,2.0,3440,sqft,"808 N Proctor St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
348,817,340000,USD,Coldwell Banker Bain of Tacoma Main,New,3,1.5,1568,sqft,"6307 S C St, Tacoma, WA 98408",Tacoma, WA 98408,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
349,818,335000,USD,Windermere Professional Partners - Puyallup,New,3,2.0,1437,sqft,"13314 8th Ave E, Tacoma, WA 98445",Tacoma, WA 98445,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
350,821,329950,USD,ALLEN Realtors,New,1,1.0,855,sqft,"219 N Tacoma Ave Apt 4, Tacoma, WA 98403",Tacoma, WA 98403,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
351,822,529900,USD,Coldwell Banker Bain of Tacoma Main,New,4,2.0,1918,sqft,"4115 N 22nd St, Tacoma, WA 98406",Tacoma, WA 98406,"88,87","45,88","73,19","90,88","76,19","9,50","44,73","30,71","158,10"
